,kp_0h,kp_3h,kp_6h,kp_9h,kp_12h,kp_15h,kp_18h,kp_21h
62,2,2,2,2,3,2,2,2
63,2,2,3,2,2,1,1,2
64,2,1,1,1,1,1,1,1
65,1,1,2,2,1,1,1,1
66,2,3,3,3,3,5,5,5
67,5,3,3,3,3,3,3,4
68,3,3,3,3,3,1,2,1
69,2,1,2,2,2,1,2,2
70,2,2,2,2,1,2,2,2
71,2,2,3,3,1,3,3,3
72,2,3,2,2,2,3,2,1
73,1,2,2,1,1,1,1,1
74,1,2,2,2,2,2,4,5
75,4,5,3,3,3,3,3,3
76,3,3,3,3,3,3,4,4
77,4,3,3,3,2,3,3,3
78,3,3,3,3,3,3,3,3
79,3,3,3,2,3,3,2,2
80,2,2,1,2,3,3,3,2
81,1,2,2,2,2,2,1,1
82,2,2,2,2,1,1,1,1
83,1,3,3,2,2,2,3,2
84,1,1,1,2,2,2,2,3
85,3,2,1,1,1,1,1,1
86,1,1,1,1,1,1,1,2
87,3,2,3,2,3,3,2,2
88,3,3,2,2,2,3,3,2
89,3,3,2,3,2,2,2,2
90,2,2,3,3,3,2,3,2
91,2,1,2,1,1,1,1,1
92,1,1,1,1,1,1,1,2
93,1,1,1,1,3,5,4,3
94,3,3,2,2,2,3,3,3
95,3,3,2,2,2,2,2,3
96,3,2,2,2,2,3,3,2
97,2,2,3,3,3,3,3,2
98,2,1,2,2,2,3,5,3
99,3,2,1,1,1,1,1,1
100,1,1,1,1,1,1,1,1
101,1,1,1,2,2,1,1,1
102,1,1,2,2,3,3,2,3
103,3,2,2,3,3,3,4,5
104,4,4,3,4,4,3,3,3
105,3,2,3,5,4,3,3,3
106,2,1,1,1,2,2,3,2
107,1,2,3,3,3,3,4,3
108,2,3,3,3,2,2,3,2
109,2,2,1,1,1,1,1,1
110,1,1,1,1,1,1,0,1
111,2,2,3,2,1,1,2,2
112,2,2,3,2,2,3,2,2
113,2,2,2,2,4,3,3,2
114,2,2,2,2,2,3,3,2
115,2,2,2,2,3,2,2,2
116,2,2,2,2,2,2,2,1
117,2,2,2,2,2,1,2,2
118,2,3,2,2,2,2,2,2
119,2,1,2,1,1,1,1,1
120,1,1,1,1,1,1,1,1
121,1,1,2,2,3,3,3,3
122,3,3,3,3,3,5,3,4
123,3,3,3,2,3,3,4,4
124,3,3,2,2,2,2,2,2
125,1,1,1,1,1,1,0,1
126,1,2,3,2,2,2,2,3
127,3,3,3,3,3,4,3,3
128,2,3,2,2,2,2,3,3
129,5,5,5,5,5,5,5,5
130,3,3,4,3,3,3,4,3
131,3,3,3,3,3,2,3,2
132,2,1,1,1,2,2,2,2
133,1,2,1,2,1,1,2,2
134,2,2,3,2,2,2,2,2
135,2,2,3,3,2,2,3,3
136,3,3,3,3,3,3,3,3
137,3,3,3,3,3,3,2,2
138,2,2,3,3,2,3,3,2
139,2,3,3,3,2,2,1,1
140,1,2,3,3,2,1,2,2
141,2,2,2,2,2,2,2,2
142,3,3,3,3,3,3,2,2
143,3,3,3,3,3,2,2,2
144,2,2,2,1,1,1,1,1
145,1,2,2,3,1,1,1,1
146,1,1,1,1,1,1,1,1
147,1,1,1,1,1,1,1,2
148,3,2,2,3,3,3,3,3
149,3,3,3,3,2,3,3,3
150,2,2,3,2,2,3,3,3
151,3,3,2,2,2,3,2,2
152,2,2,3,2,3,3,3,3
153,2,1,2,2,2,2,1,1
154,1,1,1,1,1,1,1,1
155,1,0,0,0,0,1,1,1
156,1,1,0,0,0,1,0,0
157,2,1,3,3,4,3,4,4
158,4,5,3,3,3,3,3,2
159,2,2,2,3,2,2,3,3
160,2,1,2,2,2,1,1,1
161,1,1,1,1,1,1,1,1
162,1,1,1,3,2,3,3,3
163,3,3,3,3,3,3,3,3
164,3,3,3,3,3,3,3,3
165,3,3,2,3,2,2,2,2
166,2,2,2,2,3,3,5,4
167,3,3,3,3,3,3,3,2
168,2,2,2,3,3,2,2,2
169,2,3,3,3,3,3,3,2
170,3,3,3,3,3,2,3,2
171,2,2,2,2,2,2,1,1
172,1,1,1,1,1,1,1,1
173,1,1,1,1,1,1,1,1
174,1,1,1,2,2,3,3,2
175,3,2,2,2,2,3,2,4
176,4,3,2,2,2,3,2,2
177,3,2,2,2,2,2,2,2
178,2,2,3,3,3,3,3,3
179,2,2,2,2,2,1,2,2
180,2,2,2,2,1,2,1,2
181,1,1,1,1,1,1,1,0
182,1,0,1,1,1,3,3,3
183,2,3,3,2,1,1,1,1
184,2,1,1,2,2,2,3,3
185,3,3,3,3,3,3,3,2
186,2,2,2,2,2,1,2,2
187,2,1,1,1,1,1,1,1
188,1,0,1,1,2,1,1,2
189,2,3,3,4,3,3,4,4
190,3,3,5,4,4,4,3,3
191,4,3,4,3,4,3,3,3
192,3,3,3,3,2,3,3,3
193,3,2,2,3,2,2,3,3
194,3,3,4,3,3,3,4,3
195,3,3,3,2,2,2,2,3
196,2,3,3,3,3,3,3,3
197,4,3,3,3,3,3,2,3
198,3,2,2,3,2,2,2,1
199,2,2,2,3,2,2,1,1
200,1,2,2,1,1,1,1,1
201,1,1,1,1,1,1,1,2
202,3,3,3,3,3,3,3,3
203,2,2,2,2,2,2,2,3
204,3,3,3,3,3,3,2,3
205,2,3,3,2,1,1,2,2
206,2,1,1,1,2,3,3,3
207,3,3,3,3,3,2,2,1
208,1,1,1,1,2,1,1,1
209,1,0,0,1,0,1,1,1
210,2,3,3,3,3,3,3,3
211,3,4,3,3,3,3,2,2
212,3,2,1,2,2,1,2,2
213,2,1,1,1,1,1,1,1
214,1,1,1,0,1,0,1,1
215,0,2,1,1,2,1,2,5
216,3,5,5,5,3,3,3,3
217,3,3,3,3,4,4,3,3
218,2,4,4,4,3,3,3,3
219,3,3,3,4,3,3,3,3
220,3,3,2,2,3,3,3,3
221,3,2,2,2,3,3,2,2
222,3,3,3,3,4,3,3,3
223,3,3,3,3,3,3,3,3
224,2,2,3,3,2,3,3,3
225,3,3,3,2,3,2,2,1
226,1,2,2,2,2,2,2,1
227,1,1,1,2,1,1,1,1
228,1,1,2,1,1,1,1,1
229,1,1,1,2,2,2,2,2
230,2,2,0,2,2,2,3,3
231,3,2,2,2,2,1,1,1
232,1,1,2,1,2,2,2,2
233,3,2,2,1,0,0,1,0
234,0,1,2,2,3,2,3,2
235,2,2,1,1,1,2,1,2
236,2,1,1,3,3,3,5,3
237,3,3,3,3,2,2,3,2
238,2,2,3,2,3,3,3,3
239,2,2,2,2,2,2,2,2
240,2,1,2,2,2,1,1,1
241,1,1,1,2,1,1,1,1
242,1,1,1,3,3,3,3,2
243,3,3,3,3,3,3,3,2
244,2,2,2,2,2,2,3,3
245,3,4,4,3,3,3,5,5
246,5,4,3,3,4,4,4,4
247,5,4,4,4,4,4,4,4
248,3,3,3,4,3,3,3,3
249,3,3,3,3,3,4,3,3
250,3,3,3,2,2,2,3,3
251,2,2,1,3,3,3,1,2
252,3,3,3,3,3,3,2,2
253,1,1,1,1,1,1,1,1
254,1,2,1,1,1,1,1,1
255,1,1,1,1,2,2,2,2
256,2,2,1,2,0,0,2,2
257,2,2,2,1,2,1,2,2
258,2,2,0,2,2,3,3,3
259,3,3,2,1,1,1,1,0
260,1,1,1,0,1,1,2,1
261,1,0,0,1,0,0,0,1
262,0,2,2,1,3,2,1,2
263,1,2,3,3,3,3,3,3
264,4,3,3,3,3,3,3,3
265,3,2,2,1,1,2,1,2
266,2,2,2,2,2,2,1,1
267,1,1,1,1,1,1,1,1
268,1,1,2,1,2,2,3,3
269,3,1,2,3,3,3,3,3
270,3,3,2,3,3,3,3,3
271,4,2,5,3,4,3,3,4
272,3,3,3,4,4,5,4,3
273,4,5,5,4,4,4,3,3
274,3,3,3,3,3,3,3,3
275,2,3,2,3,2,3,2,3
276,3,3,3,3,3,3,3,2
277,3,3,3,3,3,3,3,3
278,3,3,3,3,2,3,3,3
279,3,2,2,2,2,1,1,2
280,1,2,2,1,2,2,2,2
281,2,1,1,1,2,2,1,2
282,2,3,2,2,1,1,1,2
283,1,2,2,2,2,2,2,2
284,3,2,2,2,3,3,1,2
285,1,1,2,1,1,1,1,1
286,1,1,1,1,1,1,1,2
287,2,3,5,5,0,5,5,5
288,5,3,3,3,3,2,2,2
289,3,3,3,3,3,3,3,3
290,3,3,3,3,3,3,3,3
291,3,3,3,3,3,3,3,3
292,3,3,3,2,2,2,2,2
293,2,2,2,2,2,1,1,1
294,1,1,1,1,1,1,1,1
295,1,1,1,1,1,1,0,1
296,1,1,2,1,1,1,2,1
297,1,3,2,2,2,3,3,3
298,3,3,3,3,3,2,3,3
299,3,3,4,5,5,5,5,4
300,4,4,4,4,4,4,3,3
301,4,3,3,4,3,3,4,3
302,3,3,4,3,3,3,3,4
303,5,5,4,3,3,3,3,3
304,4,3,3,4,3,3,3,3
305,3,3,2,2,2,2,2,2
306,2,2,3,3,3,2,2,3
307,2,2,2,3,3,3,3,3
308,3,3,3,3,3,3,3,2
309,1,1,1,1,1,1,1,1
310,1,1,1,1,1,1,0,1
311,1,1,2,1,1,1,1,1
312,1,1,1,0,1,0,0,1
313,0,0,1,2,0,0,1,0
314,0,0,3,3,3,2,3,2
315,2,3,3,3,4,3,3,4
316,3,3,3,3,3,3,3,3
317,3,3,3,4,3,3,3,3
318,3,3,3,3,3,3,4,3
319,3,3,3,3,3,3,2,3
320,3,2,2,3,2,1,1,1
321,1,1,1,1,0,1,2,1
322,1,1,1,1,1,2,1,2
323,1,1,1,1,1,1,1,1
324,0,1,0,0,1,2,1,1
325,1,0,1,2,2,1,2,1
326,1,1,1,1,1,3,2,2
327,2,2,3,3,3,3,3,3
328,3,3,3,2,2,2,1,3
329,3,3,3,4,5,3,3,4
330,4,5,3,4,3,3,4,3
331,3,3,3,3,3,3,3,3
332,3,3,3,3,3,2,2,2
333,2,2,2,2,2,2,3,3
334,1,1,1,2,1,1,2,2
335,1,1,1,2,1,1,1,1
336,1,2,1,1,1,1,1,1
337,2,2,2,2,1,1,1,1
338,1,1,1,1,1,1,1,1
339,1,1,1,1,1,1,1,1
340,1,0,0,0,1,1,1,1
341,0,1,2,3,3,1,2,1
342,1,2,3,2,3,3,3,4
343,4,3,3,3,3,3,4,4
344,3,4,3,4,3,4,4,3
345,3,3,3,3,3,3,3,3
346,3,3,3,3,3,3,3,3
347,3,2,2,2,2,2,2,2
348,2,1,1,2,2,2,2,2
349,2,2,1,1,1,2,2,1
350,1,1,1,1,1,1,1,1
351,1,1,1,1,1,1,1,1
352,1,1,1,1,2,2,3,3
353,3,3,2,2,2,2,2,2
354,2,2,2,2,2,2,1,1
355,1,2,2,2,3,1,2,3
356,2,3,2,5,5,5,4,3
357,4,4,4,3,4,4,4,3
358,3,3,3,4,3,3,4,3
359,3,3,3,3,3,3,3,3
360,4,3,3,4,3,4,3,3
361,4,3,3,3,3,3,3,3
362,3,3,3,3,3,2,2,2
363,2,2,1,1,1,2,1,2
364,2,1,2,2,2,2,1,1
365,1,1,1,1,1,1,1,1
