date,Np,Tp,Vp,B_gsm_x,B_gsm_y,B_gsm_z,Bmag
01-05 06:00,12.781434523809518,49842.44047619047,384.1151785714284,-3.3704940476190473,4.042416666666665,1.7529107142857139,6.94492857142857
01-05 09:00,8.302786982248502,70676.91124260356,396.14331360946755,-3.077355029585797,4.408893491124259,7.0749526627219,10.453426035502957
01-05 12:00,8.367508875739635,87376.43786982249,441.3657988165681,2.7565680473372782,-0.098130177514793,8.294443786982248,10.2991775147929
01-05 15:00,7.793272189349106,69102.73964497041,459.38337278106496,-3.014514792899409,3.7808579881656814,5.87908875739645,13.590189349112425
01-05 18:00,5.273279761904762,198308.54761904763,468.2706547619051,-4.4539107142857155,9.156779761904764,6.94045238095238,13.333529761904762
01-05 21:00,6.421443786982233,191231.90532544377,485.6693491124262,-4.749840236686391,8.694473372781061,2.7313609467455633,12.872964497041417
01-06 00:00,7.477999999999995,177752.42603550295,560.4210059171596,-3.5786804733727844,2.9084142011834317,-0.3819112426035496,7.308088757396453
01-06 03:00,5.3829940828402245,186828.69822485207,603.9228402366862,-2.223875739644971,1.6053905325443782,2.8445325443787,5.750165680473373
01-06 06:00,3.1625059523809465,144583.91666666666,594.9544047619048,-4.350994047619048,1.4841547619047613,-1.995821428571428,6.227005952380954
01-06 09:00,2.764715976331361,150084.91124260356,609.0008875739645,-3.144414201183431,0.5893727810650886,-1.569402366863905,5.606355029585802
01-06 12:00,2.3888816568047346,124826.03550295858,558.8402366863905,-3.2437988165680465,2.6483076923076925,1.8719171597633142,5.630976331360947
01-06 15:00,3.0190000000000046,201204.20118343196,542.9428402366865,-0.3898284023668639,-1.4792366863905322,2.3150591715976327,4.838349112426033
01-06 18:00,3.0190000000000046,169477.61904761905,545.4307142857142,-1.2317380952380954,0.742452380952381,-1.0872261904761902,4.560755952380951
01-06 21:00,3.0190000000000046,142835.91124260356,549.6078106508877,-4.546059171597633,2.6503727810650877,1.3483136094674548,6.637781065088758
01-07 00:00,3.0190000000000046,128564.72189349112,554.9564497041421,-4.0401893491124286,0.2038165680473377,-2.4122840236686383,6.299875739644974
01-07 03:00,3.0190000000000046,161568.9349112426,573.4439644970414,-2.5899230769230766,1.4332011834319531,1.2559763313609467,4.837680473372778
01-07 06:00,3.0190000000000046,132355.56547619047,565.1942857142858,-2.2949761904761914,0.6843035714285713,-0.5804107142857141,5.221434523809522
01-07 09:00,3.0190000000000046,123195.50887573964,554.6388165680473,-2.79126627218935,2.6197869822485207,-1.1565325443786982,5.17694082840237
01-07 12:00,3.0190000000000046,124706.80473372781,554.8172781065093,-2.6764023668639054,2.66260946745562,-0.5397159763313606,4.728792899408283
01-07 15:00,3.0190000000000046,116715.92899408285,561.3754437869823,-1.233698224852071,2.798502958579881,0.26160946745562136,4.701970414201182
01-07 18:00,3.0190000000000046,85659.98809523809,559.6718452380951,-0.4254285714285714,3.608202380952379,0.7323333333333331,4.979267857142857
01-07 21:00,3.0190000000000046,87406.50295857988,547.0228402366863,-1.4682366863905327,2.9059467455621313,1.385213017751481,4.637615384615386
01-08 00:00,2.884355029585801,72878.38461538461,546.5994674556215,-0.4085325443786978,3.96921301775148,1.5372366863905322,4.803615384615385
01-08 03:00,2.619763313609459,73118.83431952662,539.6703550295858,-0.5802958579881654,3.6915562130177513,1.6420295857988167,4.750639053254435
01-08 06:00,2.6089999999999938,100219.63690476191,516.6621428571428,-3.6168035714285725,0.1850119047619046,-0.47301785714285705,4.549982142857142
01-08 09:00,2.6089999999999938,71939.61538461539,505.44065088757395,-3.1766035502958565,1.487136094674556,-0.8530473372781063,4.427739644970414
01-08 12:00,2.6089999999999938,75505.22485207101,497.5305917159764,-2.708017751479289,1.5162662721893492,0.12795266272189382,4.6222130177514815
01-08 15:00,2.8929289940828316,73734.34319526626,501.7976923076922,-0.6448698224852071,3.1913668639053268,1.5114733727810654,4.626313609467454
01-08 18:00,3.204386904761895,79428.13690476191,468.23720238095206,-3.3379642857142846,1.5608392857142857,0.6054107142857144,4.517119047619048
01-08 21:00,3.372396449704139,65170.34911242603,472.6142011834318,-1.6407159763313617,2.1170591715976337,-0.4813017751479288,4.78623076923077
01-09 00:00,3.637727810650892,52064.674556213016,462.3386982248518,-1.5046982248520713,2.7905621301775154,3.011473372781066,5.447804733727812
01-09 03:00,4.13708284023669,49428.91715976331,458.11047337278114,-0.8465857988165683,4.205171597633135,1.7632662721893495,5.522023668639053
01-09 06:00,4.127023809523806,50951.29761904762,466.9294642857144,0.6906309523809527,4.833470238095235,0.7522321428571431,5.3526904761904746
01-09 09:00,4.037633136094674,42215.52071005917,452.0242603550298,-1.1295088757396448,4.3986923076923095,-0.3244201183431952,5.269727810650888
01-09 12:00,4.229491124260356,59581.62721893491,439.4668047337278,-3.866828402366863,0.8510650887573958,-1.3419644970414202,5.510804733727815
01-09 15:00,4.136047337278096,85883.24852071005,428.39526627218936,-5.059011834319526,-0.09723668639053258,0.6211360946745562,5.530745562130178
01-09 18:00,4.77788095238095,51989.75,443.5919047619047,-1.6354345238095231,4.2292619047619056,2.9042321428571434,6.076886904761904
01-09 21:00,5.04009523809524,60780.68452380953,441.94827380952364,-1.4193333333333338,3.539565476190475,1.4049047619047603,6.280619047619048
01-10 00:00,5.666129411764705,67800.2,440.2534117647059,-1.1606,3.941694117647059,1.3079764705882353,5.848835294117647
01-10 03:00,5.786750000000007,67970.40476190476,436.93666666666695,0.12332142857142876,0.754333333333333,4.149095238095238,6.443142857142855
01-10 06:00,5.661750000000001,82365.65476190476,431.28476190476187,-2.0829404761904766,-0.05395238095238124,-1.4745357142857147,4.881654761904763
01-10 09:00,5.210670588235294,73564.74117647059,433.55776470588233,-2.1446823529411767,2.7395176470588227,-0.4770705882352941,5.162917647058823
01-10 12:00,4.369571428571437,77313.75,442.9273809523809,-1.3164404761904764,2.6812857142857136,1.0948809523809526,4.511904761904761
01-10 15:00,4.239258823529414,73945.17647058824,452.605882352941,-0.38672941176470516,1.982317647058823,0.6164941176470589,4.089776470588235
01-10 18:00,3.7903452380952376,58768.65476190476,441.3515476190476,-1.0382261904761905,1.91152380952381,-1.8587380952380959,4.402642857142858
01-10 21:00,6.0653452380952375,57717.666666666664,439.3920238095237,0.5631190476190481,1.2293214285714282,0.5811785714285713,3.777761904761905
01-11 00:00,7.786541176470585,58076.16470588235,425.97505882352937,-0.9081411764705883,2.2403294117647063,0.05534117647058803,4.039552941176473
01-11 03:00,7.145154761904763,41251.26190476191,403.3608333333333,-2.014738095238095,1.0801666666666674,-1.0567857142857147,6.468202380952381
01-11 06:00,2.3188333333333344,89323.76190476191,411.42726190476196,2.4092023809523817,-7.668952380952381,-2.2287976190476195,8.873488095238097
01-11 09:00,1.9438352941176464,142726.77647058823,445.44858823529427,6.043776470588237,-5.169517647058822,-0.15996470588235295,8.349611764705884
01-11 12:00,1.5473452380952377,182260.44047619047,541.3465476190474,1.8607261904761903,-4.495535714285713,-1.5872380952380953,7.586404761904762
01-11 15:00,1.5240000000000005,327624.6823529412,551.8557647058824,1.1222941176470589,-5.709447058823529,-2.4287176470588228,8.851564705882351
01-11 18:00,1.5240000000000005,410186.4285714286,573.6142857142855,2.482988095238095,-7.50934523809524,-0.9830952380952379,9.852261904761905
01-11 21:00,1.5240000000000005,396844.64285714284,562.2466666666664,2.37975,-3.5825476190476193,-4.52322619047619,7.650273809523807
01-12 00:00,1.5240000000000005,372202.35294117645,548.0782352941176,3.371023529411765,-3.4339647058823535,1.461482352941177,6.554376470588235
01-12 03:00,1.5240000000000005,350243.8095238095,574.9253571428574,4.375619047619047,-0.4147619047619049,1.927690476190476,6.966119047619047
01-12 06:00,1.5240000000000005,317413.6904761905,606.1502380952381,5.292107142857141,-1.1904523809523813,1.0221309523809528,6.644833333333336
01-12 09:00,1.5240000000000005,240255.0588235294,570.8891764705882,6.790505882352944,-1.4990352941176464,2.172270588235294,8.067176470588235
01-12 12:00,1.5240000000000005,278296.78571428574,533.2748809523806,1.6807976190476186,-2.7398571428571423,3.70738095238095,7.786357142857144
01-12 15:00,1.5240000000000005,258266.70588235295,533.1430588235295,5.001964705882351,-2.775282352941176,1.7593411764705877,7.8682470588235285
01-12 18:00,1.5240000000000005,213956.30952380953,540.0304761904761,5.401238095238096,-2.460845238095237,-0.638964285714286,6.959107142857141
01-12 21:00,1.5240000000000005,204773.09523809524,548.5783333333331,3.2652023809523807,-3.1907857142857146,-2.2385952380952383,6.62602380952381
01-13 00:00,1.5240000000000005,234659.41176470587,558.1589411764706,2.0533058823529413,-4.605764705882357,-2.1334941176470585,7.544341176470583
01-13 03:00,1.5240000000000005,238504.52380952382,556.8772619047619,2.05154761904762,-4.743892857142858,1.4483333333333341,6.919166666666666
01-13 06:00,1.5240000000000005,188463.27380952382,558.8110714285713,2.1802500000000014,-3.393738095238096,-0.10026190476190473,5.625547619047619
01-13 09:00,1.5240000000000005,133506.71764705883,545.2257647058822,3.920576470588235,-1.6029411764705885,0.8466941176470589,5.593423529411765
01-13 12:00,1.5240000000000005,119740.44047619047,529.1288095238097,5.51770238095238,-0.7115595238095237,-0.2219404761904762,6.082964285714285
01-13 15:00,1.5240000000000005,115738.90588235293,530.8441176470589,4.779094117647057,0.8862352941176469,-0.9031529411764703,5.972070588235294
01-13 18:00,1.5240000000000005,114848.63095238095,523.8457142857142,4.20045238095238,-0.3928571428571427,2.7156190476190476,6.050619047619048
01-13 21:00,1.5240000000000005,106831.55952380953,510.635357142857,4.438261904761905,-1.8149642857142854,0.8870833333333333,5.851869047619049
01-14 00:00,1.5240000000000005,115949.69411764706,508.71941176470574,4.5707764705882346,-0.1181647058823533,0.8734117647058823,5.823317647058825
01-14 03:00,1.5240000000000005,129110.64285714286,518.5963095238096,2.7372261904761905,-1.6712261904761907,1.5750476190476195,5.629749999999998
01-14 06:00,1.5240000000000005,104794.04761904762,510.81678571428563,2.3548333333333322,-2.844714285714287,-1.424702380952381,5.332583333333333
01-14 09:00,1.5240000000000005,106450.21176470588,485.9150588235293,3.2570823529411768,-0.6765529411764705,1.0857176470588237,4.741294117647061
01-14 12:00,1.5240000000000005,80095.22619047618,478.22428571428566,2.3180952380952373,-2.092964285714285,-1.35327380952381,4.5051071428571445
01-14 15:00,1.5240000000000005,74744.69411764706,474.95282352941183,0.979141176470588,-2.1201882352941177,-0.8840705882352943,4.395423529411764
01-14 18:00,1.5240000000000005,73136.42857142857,468.4567857142855,-0.12733333333333324,-3.013583333333333,-1.2994642857142855,4.32434523809524
01-14 21:00,1.5240000000000005,60605.392857142855,453.14750000000026,1.4713571428571428,-2.2838214285714296,0.5438809523809526,4.195511904761905
01-15 00:00,1.5240000000000005,62216.42352941177,435.1825882352942,2.8811882352941174,-1.3640823529411759,-1.6405647058823534,4.309729411764703
01-15 03:00,1.5240000000000005,58948.107142857145,413.80428571428587,3.657547619047618,-1.213083333333333,0.8068333333333333,4.374904761904762
01-15 06:00,1.8958690476190485,20985.54761904762,416.9146428571427,1.7607023809523805,-2.9205476190476185,-1.732511904761905,4.369011904761906
01-15 09:00,1.9860941176470606,28914.964705882354,401.03435294117645,2.7788823529411766,-1.7368000000000001,-1.417211764705882,4.201164705882351
01-15 12:00,2.043999999999998,24787.89285714286,399.7196428571429,2.726511904761905,-1.551452380952382,-0.8796190476190476,4.119869047619047
01-15 15:00,2.2796705882352937,26046.61176470588,383.21047058823524,2.7118823529411755,-1.808152941176471,-0.46302352941176456,4.254482352941176
01-15 18:00,2.1839999999999984,23842.535714285714,368.2380952380952,4.143428571428571,-0.9040952380952383,-0.006702380952380912,4.471869047619047
01-15 21:00,2.1839999999999984,23250.0,371.74607142857144,4.1614523809523805,-0.34314285714285725,0.2833214285714286,4.484916666666666
01-16 00:00,2.1839999999999984,31395.023529411767,365.9070588235293,4.5708352941176456,-0.9165647058823532,-0.2891411764705882,4.926458823529412
01-16 03:00,3.8556071428571435,27780.809523809523,382.6770238095238,1.130821428571429,-4.3300714285714275,-0.6585357142857146,5.088845238095236
01-16 06:00,6.2522738095238095,22392.14285714286,379.10500000000013,-0.058309523809523846,-4.648833333333333,0.04291666666666649,5.09604761904762
01-16 09:00,10.594647058823533,20558.529411764706,376.7796470588235,-1.3477764705882354,-2.0430705882352935,2.179470588235294,4.946729411764705
01-16 12:00,12.192000000000004,24602.071428571428,362.57404761904763,-1.967083333333333,4.172011904761906,2.434666666666666,5.599999999999999
01-16 15:00,12.192000000000004,25497.117647058825,351.3103529411766,-2.8766235294117632,5.096705882352942,2.0185764705882345,6.249317647058822
01-16 18:00,12.192000000000004,27331.416666666668,337.24535714285713,-2.783499999999999,-2.2979523809523807,2.483880952380952,6.027833333333334
01-16 21:00,12.192000000000004,18621.5,333.21047619047636,-3.0890595238095253,-5.620440476190477,2.417464285714286,6.8829761904761915
01-17 00:00,12.192000000000004,19416.647058823528,337.32694117647065,-3.436517647058823,-5.233423529411767,2.327329411764706,6.785200000000002
01-17 03:00,12.192000000000004,36439.05952380953,327.47702380952387,-2.8433809523809517,2.3806190476190476,0.5601904761904766,5.9929523809523815
01-17 06:00,12.192000000000004,26678.800000000007,334.0694047619048,-1.5221547619047615,-2.5248333333333326,-0.16235714285714328,6.289345238095238
01-17 09:00,12.192000000000004,28651.89176470588,318.1112941176472,-2.4005294117647065,-1.6927058823529417,-1.8417999999999997,5.090964705882353
01-17 12:00,12.192000000000004,33969.083333333336,314.8861904761905,-2.6647142857142865,2.121964285714285,-2.927285714285714,4.690119047619047
01-17 15:00,12.192000000000004,32157.870588235295,316.72423529411765,-2.0847411764705885,2.4568823529411765,-2.8292000000000006,4.439576470588236
01-17 18:00,12.192000000000004,57275.666666666664,322.33583333333337,-2.689488095238095,0.6439285714285712,-1.1807738095238094,3.790404761904761
01-17 21:00,12.192000000000004,39666.65476190476,331.10428571428577,-2.121428571428571,0.12972619047619005,2.665940476190476,4.101261904761903
01-18 00:00,12.192000000000004,37566.50588235294,314.69270588235315,-2.07835294117647,1.3222117647058829,1.549635294117647,3.6785294117647065
01-18 03:00,12.192000000000004,38895.17857142857,303.57869047619033,-3.4431666666666674,0.5506547619047619,2.339249999999999,4.338928571428571
01-18 06:00,12.192000000000004,38494.80952380953,303.8005952380953,-2.6457142857142855,-0.1691666666666664,2.644976190476191,4.822083333333331
01-18 09:00,12.192000000000004,22950.8,299.32000000000005,-2.0288117647058814,4.163952941176472,-2.8094,5.594023529411766
01-18 12:00,12.192000000000004,23965.25,294.347738095238,-2.7889047619047624,4.269666666666668,-2.4448095238095235,5.962928571428573
01-18 15:00,12.192000000000004,22737.352941176472,290.5102352941177,-2.9527647058823536,4.138658823529412,-1.330376470588235,5.69935294117647
01-18 18:00,12.172440476190483,28117.059523809523,303.4769047619048,-1.3714761904761896,5.288369047619047,1.2553690476190476,5.857892857142857
01-18 21:00,11.825511904761903,76788.15476190476,362.8983333333333,-2.6572976190476187,4.317154761904763,-3.528440476190476,11.238000000000001
01-19 00:00,12.807999999999996,87926.37647058823,362.40905882352945,-3.264176470588235,-3.732647058823529,-5.0545294117647055,8.974341176470588
01-19 03:00,12.807999999999996,78609.78571428571,347.1671428571429,-4.525083333333332,-4.8808928571428565,-2.2141071428571424,8.870690476190475
01-19 06:00,14.120523809523807,65757.29761904762,360.7229761904761,-2.081035714285716,2.0494999999999997,0.9993214285714284,9.63972619047619
01-19 09:00,16.98614117647058,36099.50588235294,381.2410588235295,-1.1329411764705881,3.6016470588235308,8.79663529411765,12.664611764705885
01-19 12:00,9.11014285714285,16422.070238095235,374.2582142857142,-3.2053690476190475,4.4910000000000005,11.705821428571427,13.131333333333332
01-19 15:00,9.557094117647072,7859.968235294106,374.5908235294117,-1.026117647058823,8.144388235294118,9.381799999999998,12.66297647058824
01-19 18:00,8.696000000000017,7931.099999999988,365.9470238095239,4.7266071428571435,8.154880952380955,8.941892857142856,13.206309523809532
01-19 21:00,8.696000000000017,7931.099999999988,370.30166666666645,8.773857142857143,7.531142857142857,8.620404761904762,14.6624880952381
01-20 00:00,8.696000000000017,7931.099999999988,381.8963529411763,11.26085882352941,7.115776470588233,7.683141176470587,15.893670588235288
01-20 03:00,8.696000000000017,7931.099999999988,388.60916666666657,13.232928571428575,9.543499999999998,-2.8198095238095227,17.265916666666666
01-20 06:00,8.696000000000017,7931.099999999988,389.59000000000003,10.177833333333334,6.825416666666666,-9.948833333333335,16.24297619047619
01-20 09:00,8.696000000000017,21292.44823529411,366.7963529411765,11.39090588235294,4.559835294117648,-8.606305882352942,15.705423529411766
01-20 12:00,8.696000000000017,72157.91666666667,360.730476190476,7.554333333333334,-1.1187619047619048,-12.48459523809524,15.349178571428578
01-20 15:00,8.696000000000017,71859.71764705882,349.993294117647,7.481658823529413,-3.935811764705883,-11.48772941176471,14.861247058823523
01-20 18:00,8.696000000000017,74283.59523809524,356.6966666666666,4.415904761904761,-7.72604761904762,-7.040952380952383,12.552797619047613
01-20 21:00,8.696000000000017,80020.33333333333,360.2767857142856,5.121321428571429,-10.270773809523808,-1.1417261904761904,13.543535714285714
01-21 00:00,8.696000000000017,123354.35294117648,386.180117647059,2.821458823529411,-11.872458823529408,-3.2397999999999985,15.198988235294118
01-21 03:00,8.696000000000017,147191.9880952381,401.9911904761906,3.5074880952380956,-12.640821428571424,-4.034178571428572,18.34302380952381
01-21 06:00,8.696000000000017,184787.97619047618,444.39535714285705,4.94375,-12.697750000000001,1.108500000000001,16.230190476190472
01-21 09:00,8.696000000000017,133759.89411764705,474.0669411764707,5.260376470588235,-7.011599999999999,0.70424705882353,10.825305882352941
01-21 12:00,8.696000000000017,103193.26190476191,489.26059523809516,4.890845238095238,-3.7137023809523804,-0.12035714285714287,7.473440476190475
01-21 15:00,8.696000000000017,117030.5411764706,502.8316470588235,3.7066705882352937,-1.9441999999999995,-1.588223529411764,6.589435294117648
01-21 18:00,8.696000000000017,131805.54761904763,515.2045238095236,3.032107142857142,-0.54045238095238,-2.9350952380952378,6.451797619047619
01-21 21:00,8.696000000000017,143219.04761904763,519.4532142857146,2.503511904761905,-1.5191428571428574,-2.409166666666666,5.886404761904761
01-22 00:00,8.696000000000017,178664.82352941178,529.6484705882355,2.5870117647058817,-1.4305058823529417,1.8927058823529415,5.950494117647057
01-22 03:00,8.696000000000017,141158.0,532.835476190476,1.4341428571428576,-3.1834761904761897,-0.12905952380952396,6.045666666666668
01-22 06:00,8.696000000000017,103010.51190476191,503.4580952380951,2.8329404761904753,-3.7739999999999987,-0.591595238095238,6.05525
01-22 09:00,8.696000000000017,109570.4588235294,499.37270588235276,4.281423529411766,-2.4706588235294125,0.4941647058823532,6.382447058823528
01-22 12:00,8.696000000000017,122066.42857142857,505.51226190476206,3.2159404761904744,-4.332916666666667,-0.3729642857142857,6.349273809523809
01-22 15:00,8.696000000000017,92314.56470588235,501.16929411764704,5.786458823529412,-2.738529411764705,0.9551294117647054,7.034988235294118
01-22 18:00,8.696000000000017,95771.89285714286,506.69761904761896,4.1956428571428575,-4.3866428571428555,-0.6273928571428572,7.024452380952381
01-22 21:00,8.696000000000017,78954.14285714286,483.36428571428587,5.871809523809523,-2.392345238095239,0.9109880952380952,7.070178571428569
01-23 00:00,8.696000000000017,82860.64705882352,478.26847058823546,5.85474117647059,-2.043776470588236,0.37178823529411775,6.976799999999999
01-23 03:00,8.696000000000017,111991.66666666667,484.88464285714275,4.257083333333333,-1.7056309523809523,0.4300119047619047,6.1049523809523825
01-23 06:00,8.696000000000017,167901.40476190476,550.6860714285716,2.712845238095238,-2.274916666666666,-0.418892857142857,6.498083333333333
01-23 09:00,8.696000000000017,190986.35294117648,552.4528235294118,3.059235294117646,-0.6910941176470585,0.3670352941176476,4.5692941176470585
01-23 12:00,8.696000000000017,143487.35714285713,550.1198809523806,2.363273809523809,-0.7900952380952381,-1.626654761904762,3.485571428571428
01-23 15:00,8.696000000000017,79453.31764705882,514.3198823529412,2.913729411764706,-1.6521176470588232,-1.3683882352941177,4.221705882352942
01-23 18:00,8.696000000000017,99201.89285714286,463.8715476190477,3.9646666666666652,-1.606964285714285,-0.4899523809523809,4.367119047619049
01-23 21:00,8.237595238095253,78340.01190476191,443.33547619047613,3.281214285714286,-1.8228928571428573,-1.2464404761904766,4.216964285714286
01-24 00:00,4.308070588235293,47814.92941176471,435.3589411764705,1.9749294117647063,-3.424776470588236,-1.980282352941177,5.18069411764706
01-24 03:00,4.195142857142859,73918.25,425.9941666666668,1.8229880952380957,-2.2676785714285717,-0.4466071428571427,4.910714285714285
01-24 06:00,4.222690476190477,79394.65476190476,442.467261904762,3.3916071428571426,-3.2857023809523818,1.146952380952381,6.089833333333332
01-24 09:00,4.58409411764706,76001.04705882353,458.4285882352941,4.837870588235295,-2.3545764705882357,1.9273294117647057,7.069705882352939
01-24 12:00,5.132928571428575,54629.119047619046,471.5652380952382,1.7537738095238096,-4.2665,-1.0670595238095235,6.563440476190477
01-24 15:00,4.795000000000003,53938.64705882353,491.77894117647077,-0.4608823529411762,3.2930117647058816,0.5055764705882352,6.388717647058826
01-24 18:00,4.795000000000003,40968.40476190476,483.0726190476191,1.4667380952380953,2.804095238095237,2.8085119047619047,5.325202380952382
01-24 21:00,4.807333333333336,58453.40476190476,475.4291666666667,4.293440476190473,-2.0187738095238097,1.6220476190476185,5.215904761904762
01-25 00:00,4.497564705882351,33770.57647058823,468.05011764705904,4.857105882352942,-0.8632941176470587,1.6040117647058827,5.311470588235294
01-25 03:00,3.3580000000000028,13474.894047619046,458.47976190476186,5.505166666666667,-0.711797619047619,0.7076309523809524,5.605738095238095
01-25 06:00,3.3580000000000028,13079.561904761902,444.7720238095239,5.538083333333331,-0.7413690476190476,0.2253690476190474,5.600547619047619
01-25 09:00,3.3580000000000028,9885.26470588235,431.64752941176465,5.61196470588235,-0.43420000000000003,0.512470588235294,5.663117647058822
01-25 12:00,3.364285714285713,8552.488095238097,420.74440476190455,6.2677499999999995,-0.4141190476190477,0.5202261904761907,6.306952380952381
01-25 15:00,3.634905882352941,7522.397647058819,409.65564705882355,6.089588235294117,-0.6181529411764705,0.788894117647059,6.173494117647058
01-25 18:00,2.928607142857141,7628.592857142859,395.9482142857143,5.786369047619047,-0.544690476190476,1.0867500000000005,5.924761904761904
01-25 21:00,2.9329999999999985,8877.358333333332,384.1801190476191,5.398666666666669,-0.7868690476190475,1.425345238095238,5.656809523809523
01-26 00:00,4.532105882352941,14887.838823529411,388.9090588235296,4.76924705882353,-0.3581058823529413,1.644458823529412,5.1445411764705895
01-26 03:00,7.383,17642.928571428572,372.1871428571429,4.123678571428571,0.045761904761904816,1.4379166666666667,4.534000000000001
01-26 06:00,8.328952380952382,17189.488095238095,370.5095238095238,4.517607142857143,0.18459523809523817,0.5260357142857147,4.59065476190476
01-26 09:00,9.731705882352946,16703.72705882353,364.7874117647057,4.719529411764706,0.7308705882352942,0.8382588235294115,5.017705882352941
01-26 12:00,11.102214285714288,18153.154761904763,357.53464285714267,4.423380952380951,0.8030119047619048,1.8796309523809518,4.961047619047619
01-26 15:00,9.792000000000003,26723.694117647057,346.4698823529413,4.116082352941175,0.8360941176470588,3.5420470588235298,5.7261647058823515
